662 | 662 
71 | 733 
805 | 1538 
862 | 2400 
680 | 3080 
811 | 3891 
846 | 4737 
855 | 5592 
230 | 5822 
92 | 5914 
92 | 6006 
360 | 6366 
664 | 7030 
881 | 7911 
677 | 8588 
934 | 9522 
780 | 10302 
8 | 10310 
654 | 10964 
959 | 11923 
539 | 12462 
21 | 12483 
379 | 12862 
969 | 13831 
976 | 14807 
872 | 15679 
579 | 16258 
566 | 16824 
652 | 17476 
809 | 18285 
482 | 18767 
394 | 19161 
492 | 19653 
303 | 19956 
650 | 20606 
38 | 20644 
106 | 20750 
385 | 21135 
793 | 21928 
865 | 22793 
220 | 23013 
349 | 23362 
691 | 24053 
392 | 24445 
797 | 25242 
11 | 25253 
890 | 26143 
870 | 27013 
156 | 27169 
733 | 27902 
921 | 28823 
203 | 29026 
238 | 29264 
188 | 29452 
294 | 29746 
58 | 29804 
408 | 30212 
677 | 30889 
778 | 31667 
104 | 31771 
411 | 32182 
706 | 32888 
249 | 33137 
638 | 33775 
848 | 34623 
948 | 35571 
917 | 36488 
817 | 37305 
346 | 37651 
69 | 37720 
310 | 38030 
118 | 38148 
428 | 38576 
785 | 39361 
931 | 40292 
217 | 40509 
934 | 41443 
475 | 41918 
844 | 42762 
885 | 43647 
66 | 43713 
587 | 44300 
74 | 44374 
773 | 45147 
194 | 45341 
107 | 45448 
375 | 45823 
826 | 46649 
190 | 46839 
498 | 47337 
212 | 47549 
398 | 47947 
474 | 48421 
925 | 49346 
949 | 50295 
213 | 50508 
353 | 50861 
853 | 51714 
33 | 51747 
164 | 51911 
998 | 52909 
325 | 53234 
640 | 53874 
823 | 54697 
957 | 55654 
746 | 56400 
777 | 57177 
264 | 57441 
904 | 58345 
457 | 58802 
325 | 59127 
390 | 59517 
618 | 60135 
265 | 60400 
670 | 61070 
165 | 61235 
909 | 62144 
634 | 62778 
810 | 63588 
503 | 64091 
438 | 64529 
904 | 65433 
563 | 65996 
345 | 66341 
597 | 66938 
758 | 67696 
154 | 67850 
941 | 68791 
612 | 69403 
691 | 70094 
336 | 70430 
837 | 71267 
489 | 71756 
462 | 72218 
995 | 73213 
106 | 73319 
383 | 73702 
911 | 74613 
467 | 75080 
44 | 75124 
445 | 75569 
765 | 76334 
647 | 76981 
464 | 77445 
226 | 77671 
151 | 77822 
116 | 77938 
249 | 78187 
929 | 79116 
500 | 79616 
140 | 79756 
18 | 79774 
823 | 80597 
454 | 81051 
968 | 82019 
118 | 82137 
762 | 82899 
8 | 82907 
304 | 83211 
620 | 83831 
573 | 84404 
878 | 85282 
273 | 85555 
572 | 86127 
661 | 86788 
527 | 87315 
971 | 88286 
259 | 88545 
83 | 88628 
983 | 89611 
492 | 90103 
166 | 90269 
339 | 90608 
978 | 91586 
373 | 91959 
340 | 92299 
761 | 93060 
758 | 93818 
934 | 94752 
550 | 95302 
148 | 95450 
25 | 95475 
236 | 95711 
624 | 96335 
393 | 96728 
62 | 96790 
167 | 96957 
716 | 97673 
380 | 98053 
873 | 98926 
812 | 99738 
362 | 100100 
115 | 100215 
537 | 100752 
697 | 101449 
159 | 101608 
522 | 102130 
41 | 102171 
812 | 102983 
13 | 102996 
529 | 103525 
374 | 103899 
143 | 104042 
109 | 104151 
365 | 104516 
952 | 105468 
122 | 105590 
555 | 106145 
937 | 107082 
674 | 107756 
774 | 108530 
371 | 108901 
38 | 108939 
304 | 109243 
750 | 109993 
715 | 110708 
873 | 111581 
819 | 112400 
165 | 112565 
928 | 113493 
345 | 113838 
77 | 113915 
478 | 114393 
743 | 115136 
417 | 115553 
802 | 116355 
230 | 116585 
509 | 117094 
573 | 117667 
219 | 117886 
675 | 118561 
865 | 119426 
13 | 119439 
25 | 119464 
62 | 119526 
4 | 119530 
980 | 120510 
145 | 120655 
556 | 121211 
278 | 121489 
85 | 121574 
442 | 122016 
972 | 122988 
541 | 123529 
91 | 123620 
614 | 124234 
485 | 124719 
680 | 125399 
792 | 126191 
541 | 126732 
486 | 127218 
653 | 127871 
247 | 128118 
778 | 128896 
680 | 129576 
980 | 130556 
710 | 131266 
494 | 131760 
88 | 131848 
825 | 132673 
629 | 133302 
439 | 133741 
89 | 133830 
430 | 134260 
401 | 134661 
660 | 135321 
407 | 135728 
883 | 136611 
265 | 136876 
438 | 137314 
390 | 137704 
388 | 138092 
861 | 138953 
798 | 139751 
417 | 140168 
551 | 140719 
102 | 140821 
332 | 141153 
804 | 141957 
463 | 142420 
649 | 143069 
188 | 143257 
992 | 144249 
754 | 145003 
203 | 145206 
912 | 146118 
732 | 146850 
490 | 147340 
214 | 147554 
134 | 147688 
805 | 148493 
934 | 149427 
835 | 150262 
622 | 150884 
541 | 151425 
861 | 152286 
442 | 152728 
874 | 153602 
458 | 154060 
955 | 155015 
985 | 156000 
172 | 156172 
497 | 156669 
310 | 156979 
341 | 157320 
644 | 157964 
246 | 158210 
909 | 159119 
320 | 159439 
893 | 160332 
150 | 160482 
717 | 161199 
833 | 162032 
178 | 162210 
622 | 162832 
681 | 163513 
414 | 163927 
612 | 164539 
678 | 165217 
336 | 165553 
715 | 166268 
407 | 166675 
611 | 167286 
42 | 167328 
159 | 167487 
97 | 167584 
355 | 167939 
954 | 168893 
967 | 169860 
120 | 169980 
519 | 170499 
382 | 170881 
